"Date","Price","Open","High","Low","Vol.","Change %"
"09/14/2012","0.35","0.34","0.35","0.34","339.47M","2.94%"
"09/13/2012","0.34","0.34","0.34","0.34","433.98M","0.00%"
"09/12/2012","0.34","0.34","0.34","0.34","322.61M","0.00%"
"09/11/2012","0.34","0.33","0.34","0.33","382.93M","3.03%"
"09/10/2012","0.33","0.33","0.34","0.33","371.14M","-2.94%"
"09/07/2012","0.34","0.33","0.34","0.32","781.13M","0.00%"
"09/06/2012","0.34","0.34","0.35","0.34","657.36M","3.03%"
"09/05/2012","0.33","0.33","0.34","0.33","480.25M","0.00%"
"09/04/2012","0.33","0.34","0.35","0.33","694.49M","-5.71%"
"08/31/2012","0.35","0.35","0.36","0.35","485.07M","0.00%"
"08/30/2012","0.35","0.36","0.36","0.35","307.51M","-2.78%"
"08/29/2012","0.36","0.36","0.36","0.36","250.45M","0.00%"
"08/28/2012","0.36","0.36","0.36","0.36","310.79M","0.00%"
"08/27/2012","0.36","0.36","0.37","0.36","340.95M","0.00%"
"08/24/2012","0.36","0.36","0.37","0.36","347.72M","0.00%"
"08/23/2012","0.36","0.37","0.37","0.36","379.24M","-2.70%"
"08/22/2012","0.37","0.36","0.37","0.36","313.59M","0.00%"
"08/21/2012","0.37","0.37","0.37","0.36","340.25M","0.00%"
"08/20/2012","0.37","0.36","0.37","0.36","314.65M","0.00%"
"08/17/2012","0.37","0.37","0.37","0.36","309.92M","0.00%"
"08/16/2012","0.37","0.37","0.37","0.36","371.15M","2.78%"
"08/15/2012","0.36","0.37","0.37","0.36","594.42M","0.00%"
"08/14/2012","0.36","0.37","0.37","0.36","389.00M","-2.70%"
"08/13/2012","0.37","0.37","0.37","0.36","447.32M","0.00%"
"08/10/2012","0.37","0.38","0.38","0.36","1.28B","0.00%"
"08/09/2012","0.37","0.36","0.37","0.36","822.30M","2.78%"
"08/08/2012","0.36","0.35","0.36","0.35","517.37M","2.86%"
"08/07/2012","0.35","0.35","0.36","0.35","407.42M","0.00%"
"08/06/2012","0.35","0.35","0.35","0.35","360.47M","2.94%"
"08/03/2012","0.34","0.34","0.35","0.33","326.55M","0.00%"
"08/02/2012","0.34","0.33","0.34","0.33","367.91M","3.03%"
"08/01/2012","0.33","0.34","0.34","0.33","335.91M","-2.94%"
"07/31/2012","0.34","0.33","0.34","0.33","387.79M","3.03%"
"07/30/2012","0.33","0.34","0.34","0.33","363.55M","-2.94%"
"07/27/2012","0.34","0.33","0.34","0.33","376.51M","3.03%"
"07/26/2012","0.33","0.33","0.34","0.33","338.46M","0.00%"
"07/25/2012","0.33","0.32","0.33","0.32","415.08M","3.13%"
"07/24/2012","0.32","0.33","0.33","0.32","351.17M","0.00%"
"07/23/2012","0.32","0.31","0.33","0.31","451.74M","0.00%"
"07/20/2012","0.32","0.33","0.33","0.32","451.07M","-3.03%"
"07/19/2012","0.33","0.33","0.33","0.33","403.04M","0.00%"
"07/18/2012","0.33","0.31","0.33","0.31","616.13M","6.45%"
"07/17/2012","0.31","0.32","0.32","0.30","447.48M","0.00%"
"07/16/2012","0.31","0.31","0.32","0.31","334.50M","0.00%"
"07/13/2012","0.31","0.31","0.32","0.31","324.27M","0.00%"
"07/12/2012","0.31","0.31","0.31","0.31","472.16M","-3.12%"
"07/11/2012","0.32","0.32","0.33","0.31","485.43M","0.00%"
"07/10/2012","0.32","0.33","0.34","0.32","512.04M","-3.03%"
"07/09/2012","0.33","0.33","0.33","0.33","306.39M","-2.94%"
"07/06/2012","0.34","0.34","0.34","0.33","382.76M","0.00%"
"07/05/2012","0.34","0.34","0.34","0.34","280.12M","0.00%"
"07/03/2012","0.34","0.34","0.35","0.34","219.35M","0.00%"
"07/02/2012","0.34","0.35","0.35","0.33","581.70M","-2.86%"
"06/29/2012","0.35","0.34","0.35","0.34","616.59M","6.06%"
"06/28/2012","0.33","0.33","0.33","0.32","546.04M","0.00%"
"06/27/2012","0.33","0.32","0.33","0.32","506.20M","3.13%"
"06/26/2012","0.32","0.32","0.32","0.31","437.21M","3.23%"
"06/25/2012","0.31","0.33","0.33","0.31","494.61M","-3.12%"
"06/22/2012","0.32","0.33","0.33","0.32","865.36M","0.00%"
"06/21/2012","0.32","0.34","0.34","0.32","516.49M","-5.88%"
"06/20/2012","0.34","0.33","0.34","0.33","972.89M","3.03%"
"06/19/2012","0.33","0.32","0.34","0.32","960.56M","6.45%"
"06/18/2012","0.31","0.30","0.31","0.30","304.42M","0.00%"
"06/15/2012","0.31","0.30","0.31","0.30","385.48M","3.33%"
"06/14/2012","0.30","0.30","0.31","0.30","590.06M","0.00%"
"06/13/2012","0.30","0.31","0.31","0.30","494.80M","-3.23%"
"06/12/2012","0.31","0.31","0.32","0.31","496.41M","0.00%"
"06/11/2012","0.31","0.31","0.32","0.31","839.23M","3.33%"
"06/08/2012","0.30","0.30","0.30","0.30","370.61M","0.00%"
"06/07/2012","0.30","0.31","0.32","0.30","526.86M","-3.23%"
"06/06/2012","0.31","0.30","0.31","0.30","369.01M","3.33%"
"06/05/2012","0.30","0.29","0.30","0.29","365.24M","3.45%"
"06/04/2012","0.29","0.30","0.30","0.29","432.97M","-3.33%"
"06/01/2012","0.30","0.30","0.31","0.30","441.10M","-3.23%"
"05/31/2012","0.31","0.31","0.32","0.31","358.19M","0.00%"
"05/30/2012","0.31","0.31","0.32","0.31","379.79M","-3.12%"
"05/29/2012","0.32","0.32","0.32","0.31","310.02M","3.23%"
"05/25/2012","0.31","0.30","0.31","0.30","391.75M","3.33%"
"05/24/2012","0.30","0.31","0.31","0.30","520.43M","-3.23%"
"05/23/2012","0.31","0.30","0.31","0.30","495.83M","3.33%"
"05/22/2012","0.30","0.31","0.31","0.30","410.34M","-3.23%"
"05/21/2012","0.31","0.30","0.31","0.30","416.36M","3.33%"
"05/18/2012","0.30","0.32","0.32","0.30","567.34M","-6.25%"
"05/17/2012","0.32","0.32","0.32","0.32","335.44M","0.00%"
"05/16/2012","0.32","0.33","0.33","0.32","470.68M","-3.03%"
"05/15/2012","0.33","0.33","0.34","0.32","600.00M","0.00%"
"05/14/2012","0.33","0.33","0.33","0.32","437.78M","0.00%"
"05/11/2012","0.33","0.34","0.34","0.33","1.44B","6.45%"
"05/10/2012","0.31","0.32","0.32","0.31","597.09M","0.00%"
"05/09/2012","0.31","0.31","0.32","0.30","520.72M","0.00%"
"05/08/2012","0.31","0.31","0.31","0.30","462.32M","0.00%"
"05/07/2012","0.31","0.31","0.32","0.31","604.44M","0.00%"
"05/04/2012","0.31","0.31","0.32","0.31","545.24M","-3.12%"
"05/03/2012","0.32","0.32","0.32","0.31","419.56M","0.00%"
"05/02/2012","0.32","0.33","0.33","0.32","684.05M","-3.03%"
"05/01/2012","0.33","0.32","0.33","0.32","408.80M","0.00%"
"04/30/2012","0.33","0.32","0.33","0.32","262.41M","3.13%"
"04/27/2012","0.32","0.33","0.33","0.32","475.35M","-3.03%"
"04/26/2012","0.33","0.33","0.33","0.32","539.21M","0.00%"
"04/25/2012","0.33","0.33","0.33","0.32","727.15M","3.13%"
"04/24/2012","0.32","0.33","0.33","0.32","730.44M","-3.03%"
"04/23/2012","0.33","0.33","0.33","0.32","706.25M","0.00%"
"04/20/2012","0.33","0.34","0.34","0.33","509.64M","-2.94%"
"04/19/2012","0.34","0.34","0.36","0.34","667.30M","-2.86%"
"04/18/2012","0.35","0.35","0.35","0.34","400.76M","0.00%"
"04/17/2012","0.35","0.35","0.35","0.35","460.80M","0.00%"
"04/16/2012","0.35","0.36","0.36","0.34","463.64M","0.00%"
"04/13/2012","0.35","0.36","0.37","0.35","311.32M","-5.41%"
"04/12/2012","0.37","0.36","0.37","0.36","384.87M","2.78%"
"04/11/2012","0.36","0.36","0.37","0.36","372.97M","2.86%"
"04/10/2012","0.35","0.36","0.36","0.35","470.46M","-2.78%"
"04/09/2012","0.36","0.36","0.36","0.35","365.51M","-2.70%"
"04/05/2012","0.37","0.37","0.37","0.36","369.05M","0.00%"
"04/04/2012","0.37","0.37","0.38","0.36","495.93M","-2.63%"
"04/03/2012","0.38","0.39","0.39","0.38","430.52M","0.00%"
"04/02/2012","0.38","0.38","0.39","0.38","407.77M","0.00%"
"03/30/2012","0.38","0.38","0.39","0.38","527.28M","0.00%"
"03/29/2012","0.38","0.38","0.38","0.37","372.71M","0.00%"
"03/28/2012","0.38","0.38","0.38","0.37","892.48M","2.70%"
"03/27/2012","0.37","0.37","0.38","0.37","420.30M","0.00%"
"03/26/2012","0.37","0.37","0.37","0.36","288.62M","2.78%"
"03/23/2012","0.36","0.36","0.36","0.36","315.46M","0.00%"
"03/22/2012","0.36","0.36","0.36","0.36","425.42M","0.00%"
"03/21/2012","0.36","0.36","0.36","0.36","467.86M","0.00%"
"03/20/2012","0.36","0.36","0.36","0.36","449.65M","-2.70%"
"03/19/2012","0.37","0.37","0.37","0.36","405.42M","2.78%"
"03/16/2012","0.36","0.36","0.37","0.36","428.35M","0.00%"
"03/15/2012","0.36","0.36","0.37","0.36","382.58M","0.00%"
"03/14/2012","0.36","0.37","0.37","0.36","735.88M","-2.70%"
"03/13/2012","0.37","0.37","0.37","0.36","553.53M","2.78%"
"03/12/2012","0.36","0.37","0.37","0.36","299.95M","-2.70%"
"03/09/2012","0.37","0.37","0.38","0.37","367.83M","0.00%"
"03/08/2012","0.37","0.37","0.38","0.37","430.86M","0.00%"
"03/07/2012","0.37","0.37","0.37","0.36","441.98M","0.00%"
"03/06/2012","0.37","0.37","0.37","0.36","471.43M","0.00%"
"03/05/2012","0.37","0.38","0.38","0.37","515.11M","-2.63%"
"03/02/2012","0.38","0.38","0.39","0.38","684.07M","0.00%"
"03/01/2012","0.38","0.38","0.39","0.38","449.97M","0.00%"
"02/29/2012","0.38","0.38","0.39","0.38","689.25M","0.00%"
"02/28/2012","0.38","0.39","0.39","0.38","699.92M","-2.56%"
"02/27/2012","0.39","0.39","0.39","0.38","745.37M","0.00%"
"02/24/2012","0.39","0.40","0.40","0.39","366.71M","-2.50%"
"02/23/2012","0.40","0.40","0.40","0.39","323.96M","0.00%"
"02/22/2012","0.40","0.40","0.41","0.40","492.48M","0.00%"
"02/21/2012","0.40","0.40","0.41","0.40","518.21M","0.00%"
"02/17/2012","0.40","0.41","0.41","0.39","1.02B","-2.44%"
"02/16/2012","0.41","0.38","0.41","0.38","1.89B","2.50%"
"02/15/2012","0.40","0.41","0.42","0.40","1.11B","-2.44%"
"02/14/2012","0.41","0.40","0.41","0.40","454.02M","2.50%"
"02/13/2012","0.40","0.41","0.41","0.40","610.88M","0.00%"
"02/10/2012","0.40","0.40","0.41","0.40","440.29M","-2.44%"
"02/09/2012","0.41","0.41","0.41","0.41","562.04M","0.00%"
"02/08/2012","0.41","0.39","0.42","0.39","847.65M","5.13%"
"02/07/2012","0.39","0.39","0.40","0.39","410.30M","0.00%"
"02/06/2012","0.39","0.39","0.39","0.39","278.91M","-2.50%"
"02/03/2012","0.40","0.39","0.40","0.39","495.55M","2.56%"
"02/02/2012","0.39","0.38","0.39","0.37","696.46M","5.41%"
"02/01/2012","0.37","0.37","0.38","0.37","428.02M","0.00%"
"01/31/2012","0.37","0.37","0.37","0.36","357.90M","0.00%"
"01/30/2012","0.37","0.37","0.37","0.36","399.07M","0.00%"
"01/27/2012","0.37","0.37","0.37","0.36","450.15M","0.00%"
"01/26/2012","0.37","0.38","0.38","0.37","799.81M","0.00%"
"01/25/2012","0.37","0.36","0.37","0.35","1.27B","0.00%"
"01/24/2012","0.37","0.36","0.38","0.36","730.92M","0.00%"
"01/23/2012","0.37","0.36","0.37","0.35","562.95M","2.78%"
"01/20/2012","0.36","0.36","0.36","0.35","546.27M","0.00%"
"01/19/2012","0.36","0.35","0.36","0.35","608.32M","2.86%"
"01/18/2012","0.35","0.34","0.35","0.34","632.96M","2.94%"
"01/17/2012","0.34","0.35","0.35","0.34","627.19M","0.00%"
"01/13/2012","0.34","0.35","0.35","0.34","504.39M","-2.86%"
"01/12/2012","0.35","0.36","0.36","0.34","652.38M","0.00%"
"01/11/2012","0.35","0.36","0.36","0.35","484.36M","-2.78%"
"01/10/2012","0.36","0.37","0.37","0.36","546.38M","0.00%"
"01/09/2012","0.36","0.36","0.37","0.36","508.35M","0.00%"
"01/06/2012","0.36","0.37","0.37","0.36","533.65M","-2.70%"
"01/05/2012","0.37","0.35","0.37","0.35","563.57M","5.71%"
"01/04/2012","0.35","0.35","0.36","0.35","347.37M","0.00%"
"01/03/2012","0.35","0.36","0.36","0.35","468.13M","0.00%"
"12/30/2011","0.35","0.35","0.35","0.35","186.96M","0.00%"
"12/29/2011","0.35","0.35","0.35","0.34","211.12M","2.94%"
"12/28/2011","0.34","0.35","0.35","0.34","233.96M","-2.86%"
"12/27/2011","0.35","0.35","0.36","0.35","195.75M","0.00%"
"12/23/2011","0.35","0.36","0.36","0.35","248.95M","-2.78%"
"12/22/2011","0.36","0.34","0.36","0.34","576.65M","5.88%"
"12/21/2011","0.34","0.35","0.35","0.34","548.42M","-2.86%"
"12/20/2011","0.35","0.34","0.35","0.34","445.52M","6.06%"
"12/19/2011","0.33","0.34","0.34","0.33","463.43M","-2.94%"
"12/16/2011","0.34","0.34","0.35","0.34","619.19M","0.00%"
"12/15/2011","0.34","0.35","0.35","0.34","435.27M","0.00%"
"12/14/2011","0.34","0.35","0.35","0.34","636.08M","-2.86%"
"12/13/2011","0.35","0.37","0.37","0.35","516.60M","-2.78%"
"12/12/2011","0.36","0.36","0.37","0.36","573.33M","-2.70%"
"12/09/2011","0.37","0.36","0.38","0.36","555.86M","0.00%"
"12/08/2011","0.37","0.38","0.38","0.37","491.55M","-2.63%"
"12/07/2011","0.38","0.38","0.38","0.37","510.04M","0.00%"
"12/06/2011","0.38","0.39","0.39","0.38","573.83M","-2.56%"
"12/05/2011","0.39","0.40","0.40","0.38","644.73M","0.00%"
"12/02/2011","0.39","0.40","0.40","0.39","546.52M","-2.50%"
"12/01/2011","0.40","0.39","0.40","0.39","529.87M","2.56%"
"11/30/2011","0.39","0.38","0.39","0.38","730.36M","5.41%"
"11/29/2011","0.37","0.37","0.38","0.37","623.74M","0.00%"
"11/28/2011","0.37","0.36","0.38","0.36","690.64M","5.71%"
"11/25/2011","0.35","0.36","0.36","0.35","406.62M","-2.78%"
"11/23/2011","0.36","0.37","0.38","0.36","825.36M","-5.26%"
"11/22/2011","0.38","0.37","0.38","0.37","1.29B","2.70%"
"11/21/2011","0.37","0.34","0.37","0.34","1.33B","5.71%"
"11/18/2011","0.35","0.35","0.35","0.34","501.49M","0.00%"
"11/17/2011","0.35","0.36","0.36","0.34","657.59M","-2.78%"
"11/16/2011","0.36","0.36","0.37","0.36","512.63M","-2.70%"
"11/15/2011","0.37","0.36","0.37","0.36","505.76M","0.00%"
"11/14/2011","0.37","0.37","0.38","0.37","500.44M","0.00%"
"11/11/2011","0.37","0.37","0.38","0.35","1.75B","2.78%"
"11/10/2011","0.36","0.37","0.37","0.35","990.48M","0.00%"
"11/09/2011","0.36","0.37","0.37","0.36","532.39M","-5.26%"
"11/08/2011","0.38","0.37","0.38","0.37","549.86M","2.70%"
"11/07/2011","0.37","0.37","0.37","0.36","613.66M","0.00%"
"11/04/2011","0.37","0.36","0.37","0.36","655.21M","0.00%"
"11/03/2011","0.37","0.35","0.37","0.34","749.37M","5.71%"
"11/02/2011","0.35","0.35","0.36","0.34","962.09M","0.00%"
"11/01/2011","0.35","0.36","0.36","0.35","791.04M","-5.41%"
"10/31/2011","0.37","0.38","0.38","0.37","520.24M","-5.13%"
"10/28/2011","0.39","0.38","0.39","0.38","490.18M","2.63%"
"10/27/2011","0.38","0.38","0.39","0.37","577.91M","2.70%"
"10/26/2011","0.37","0.37","0.37","0.35","503.23M","2.78%"
"10/25/2011","0.36","0.37","0.37","0.36","578.04M","-5.26%"
"10/24/2011","0.38","0.36","0.38","0.36","535.26M","5.56%"
"10/21/2011","0.36","0.36","0.37","0.36","628.56M","0.00%"
"10/20/2011","0.36","0.37","0.37","0.35","990.54M","-5.26%"
"10/19/2011","0.38","0.39","0.39","0.38","557.69M","-2.56%"
"10/18/2011","0.39","0.37","0.39","0.37","590.96M","5.41%"
"10/17/2011","0.37","0.39","0.39","0.37","611.87M","-5.13%"
"10/14/2011","0.39","0.39","0.40","0.38","702.83M","0.00%"
"10/13/2011","0.39","0.36","0.39","0.36","854.83M","5.41%"
"10/12/2011","0.37","0.37","0.37","0.36","612.20M","0.00%"
"10/11/2011","0.37","0.37","0.37","0.36","816.41M","0.00%"
"10/10/2011","0.37","0.36","0.37","0.36","534.38M","5.71%"
"10/07/2011","0.35","0.35","0.36","0.34","807.11M","0.00%"
"10/06/2011","0.35","0.34","0.35","0.34","773.29M","6.06%"
"10/05/2011","0.33","0.32","0.34","0.32","856.94M","3.13%"
"10/04/2011","0.32","0.29","0.32","0.29","1.36B","6.67%"
"10/03/2011","0.30","0.31","0.32","0.30","950.05M","-3.23%"
"09/30/2011","0.31","0.32","0.32","0.31","678.43M","-6.06%"
"09/29/2011","0.33","0.34","0.35","0.32","866.61M","-2.94%"
"09/28/2011","0.34","0.35","0.36","0.33","1.24B","-2.86%"
"09/27/2011","0.35","0.35","0.36","0.34","781.43M","0.00%"
"09/26/2011","0.35","0.35","0.35","0.33","972.12M","2.94%"
"09/23/2011","0.34","0.34","0.35","0.33","1.01B","0.00%"
"09/22/2011","0.34","0.35","0.35","0.33","1.31B","-5.56%"
"09/21/2011","0.36","0.37","0.38","0.36","715.54M","-2.70%"
"09/20/2011","0.37","0.38","0.38","0.37","792.44M","-2.63%"
"09/19/2011","0.38","0.38","0.38","0.37","968.20M","-2.56%"
"09/16/2011","0.39","0.39","0.40","0.38","1.39B","0.00%"
"09/15/2011","0.39","0.39","0.39","0.38","752.91M","2.63%"
"09/14/2011","0.38","0.37","0.39","0.37","1.55B","5.56%"
"09/13/2011","0.36","0.36","0.36","0.35","853.84M","0.00%"
"09/12/2011","0.36","0.34","0.36","0.34","916.48M","2.86%"
"09/09/2011","0.35","0.35","0.36","0.34","869.83M","0.00%"
"09/08/2011","0.35","0.35","0.36","0.35","880.34M","-2.78%"
"09/07/2011","0.36","0.36","0.37","0.35","1.61B","9.09%"
"09/06/2011","0.33","0.31","0.33","0.31","696.25M","3.13%"
"09/02/2011","0.32","0.32","0.33","0.32","471.35M","-3.03%"
"09/01/2011","0.33","0.34","0.34","0.33","762.37M","0.00%"
"08/31/2011","0.33","0.34","0.35","0.33","705.91M","-2.94%"
"08/30/2011","0.34","0.33","0.34","0.33","684.94M","3.03%"
"08/29/2011","0.33","0.33","0.34","0.33","601.84M","0.00%"
"08/26/2011","0.33","0.31","0.33","0.31","732.71M","6.45%"
"08/25/2011","0.31","0.32","0.33","0.31","690.97M","-6.06%"
"08/24/2011","0.33","0.33","0.33","0.32","687.50M","0.00%"
"08/23/2011","0.33","0.31","0.33","0.31","938.39M","10.00%"
"08/22/2011","0.30","0.30","0.30","0.30","611.96M","3.45%"
"08/19/2011","0.29","0.29","0.31","0.29","761.43M","-3.33%"
"08/18/2011","0.30","0.31","0.31","0.29","802.79M","-6.25%"
"08/17/2011","0.32","0.33","0.33","0.32","553.36M","0.00%"
"08/16/2011","0.32","0.33","0.34","0.32","717.26M","-3.03%"
"08/15/2011","0.33","0.33","0.34","0.32","864.25M","3.13%"
"08/12/2011","0.32","0.37","0.37","0.32","3.20B","-5.88%"
"08/11/2011","0.34","0.31","0.34","0.31","1.08B","9.68%"
"08/10/2011","0.31","0.31","0.32","0.31","1.14B","-3.12%"
"08/09/2011","0.32","0.30","0.32","0.30","1.33B","6.67%"
"08/08/2011","0.30","0.31","0.32","0.30","1.08B","-6.25%"
"08/05/2011","0.32","0.34","0.35","0.32","1.27B","-5.88%"
"08/04/2011","0.34","0.36","0.36","0.34","979.83M","-8.11%"
"08/03/2011","0.37","0.36","0.37","0.36","765.36M","2.78%"
"08/02/2011","0.36","0.36","0.38","0.36","1.36B","0.00%"
"08/01/2011","0.36","0.35","0.37","0.35","1.02B","2.86%"
"07/29/2011","0.35","0.34","0.35","0.34","677.68M","0.00%"
"07/28/2011","0.35","0.35","0.35","0.34","648.20M","0.00%"
"07/27/2011","0.35","0.35","0.36","0.35","652.46M","-2.78%"
"07/26/2011","0.36","0.36","0.37","0.35","698.37M","-2.70%"
"07/25/2011","0.37","0.37","0.37","0.36","566.93M","-2.63%"
"07/22/2011","0.38","0.37","0.38","0.37","737.19M","2.70%"
"07/21/2011","0.37","0.35","0.37","0.35","1.14B","5.71%"
"07/20/2011","0.35","0.36","0.36","0.35","663.29M","-2.78%"
"07/19/2011","0.36","0.35","0.36","0.35","602.23M","5.88%"
"07/18/2011","0.34","0.35","0.35","0.34","818.22M","-2.86%"
"07/15/2011","0.35","0.35","0.36","0.35","827.79M","0.00%"
"07/14/2011","0.35","0.37","0.37","0.35","1.09B","-5.41%"
"07/13/2011","0.37","0.37","0.37","0.36","634.37M","0.00%"
"07/12/2011","0.37","0.37","0.37","0.36","867.64M","0.00%"
"07/11/2011","0.37","0.38","0.38","0.37","714.51M","-5.13%"
"07/08/2011","0.39","0.39","0.39","0.38","619.53M","0.00%"
"07/07/2011","0.39","0.39","0.40","0.39","986.13M","0.00%"
"07/06/2011","0.39","0.40","0.40","0.39","529.61M","-2.50%"
"07/05/2011","0.40","0.40","0.41","0.39","535.38M","0.00%"
"07/01/2011","0.40","0.40","0.41","0.39","540.80M","0.00%"
"06/30/2011","0.40","0.39","0.40","0.39","652.34M","2.56%"
"06/29/2011","0.39","0.39","0.40","0.38","960.57M","0.00%"
"06/28/2011","0.39","0.39","0.39","0.38","692.22M","0.00%"
"06/27/2011","0.39","0.39","0.40","0.37","1.14B","0.00%"
"06/24/2011","0.39","0.40","0.41","0.39","529.19M","-4.88%"
"06/23/2011","0.41","0.39","0.41","0.39","744.19M","5.13%"
"06/22/2011","0.39","0.40","0.40","0.39","651.72M","-2.50%"
"06/21/2011","0.40","0.39","0.40","0.39","704.30M","2.56%"
"06/20/2011","0.39","0.39","0.40","0.39","745.96M","-2.50%"
"06/17/2011","0.40","0.41","0.41","0.38","1.47B","0.00%"
"06/16/2011","0.40","0.42","0.43","0.40","1.02B","-4.76%"
"06/15/2011","0.42","0.42","0.43","0.41","936.00M","-2.33%"
"06/14/2011","0.43","0.43","0.44","0.43","534.74M","2.38%"
"06/13/2011","0.42","0.43","0.43","0.42","574.77M","-2.33%"
"06/10/2011","0.43","0.43","0.44","0.42","493.58M","0.00%"
"06/09/2011","0.43","0.44","0.44","0.42","741.67M","-2.27%"
"06/08/2011","0.44","0.45","0.45","0.44","569.28M","-2.22%"
"06/07/2011","0.45","0.46","0.46","0.45","434.06M","0.00%"
"06/06/2011","0.45","0.46","0.47","0.45","436.18M","-2.17%"
"06/03/2011","0.46","0.47","0.47","0.46","549.40M","-4.17%"
"06/02/2011","0.48","0.48","0.48","0.47","607.81M","0.00%"
"06/01/2011","0.48","0.50","0.50","0.48","762.43M","-4.00%"
"05/31/2011","0.50","0.50","0.50","0.48","1.20B","2.04%"
"05/27/2011","0.49","0.47","0.49","0.47","659.03M","4.26%"
"05/26/2011","0.47","0.46","0.47","0.46","706.56M","2.17%"
"05/25/2011","0.46","0.45","0.46","0.45","545.31M","2.22%"
"05/24/2011","0.45","0.45","0.47","0.45","720.70M","0.00%"
"05/23/2011","0.45","0.45","0.46","0.44","587.28M","0.00%"
"05/20/2011","0.45","0.44","0.45","0.44","575.94M","2.27%"
"05/19/2011","0.44","0.45","0.45","0.44","651.28M","-2.22%"
"05/18/2011","0.45","0.44","0.45","0.44","659.03M","2.27%"
"05/17/2011","0.44","0.44","0.44","0.43","1.42B","0.00%"
"05/16/2011","0.44","0.46","0.46","0.44","728.83M","-4.35%"
"05/13/2011","0.46","0.48","0.48","0.45","2.03B","-9.80%"
"05/12/2011","0.51","0.49","0.51","0.49","1.22B","2.00%"
"05/11/2011","0.50","0.50","0.50","0.49","617.69M","2.04%"
"05/10/2011","0.49","0.50","0.50","0.49","690.98M","0.00%"
"05/09/2011","0.49","0.48","0.50","0.48","706.43M","2.08%"
"05/06/2011","0.48","0.48","0.49","0.47","841.15M","2.13%"
"05/05/2011","0.47","0.46","0.47","0.46","543.07M","0.00%"
"05/04/2011","0.47","0.47","0.48","0.46","639.38M","0.00%"
"05/03/2011","0.47","0.49","0.49","0.46","809.56M","-4.08%"
"05/02/2011","0.49","0.51","0.51","0.49","613.96M","-2.00%"
"04/29/2011","0.50","0.49","0.51","0.49","835.87M","2.04%"
"04/28/2011","0.49","0.48","0.50","0.48","685.48M","2.08%"
"04/27/2011","0.48","0.48","0.48","0.47","450.21M","0.00%"
"04/26/2011","0.48","0.47","0.49","0.47","676.75M","2.13%"
"04/25/2011","0.47","0.47","0.48","0.46","619.73M","2.17%"
"04/21/2011","0.46","0.47","0.47","0.46","421.38M","0.00%"
"04/20/2011","0.46","0.47","0.47","0.46","650.52M","2.22%"
"04/19/2011","0.45","0.45","0.45","0.44","659.86M","0.00%"
"04/18/2011","0.45","0.46","0.46","0.45","743.58M","-4.26%"
"04/15/2011","0.47","0.46","0.47","0.46","969.72M","2.17%"
"04/14/2011","0.46","0.44","0.46","0.44","1.25B","4.55%"
"04/13/2011","0.44","0.44","0.45","0.43","749.59M","2.33%"
"04/12/2011","0.43","0.43","0.44","0.42","841.24M","0.00%"
"04/11/2011","0.43","0.44","0.44","0.43","546.21M","-2.27%"
"04/08/2011","0.44","0.46","0.46","0.44","746.82M","-2.22%"
"04/07/2011","0.45","0.44","0.46","0.44","1.02B","2.27%"
